State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,APC,LP,PDP,NNPP,Latitude,Longitude,Latitude_rad,Longitude_rad,APC_outlier_score,LP_outlier_score,PDP_outlier_score,NNPP_outlier_score
DELTA,OSHIMILI - NORTH,IBUSA  I,10-14-04-007,OMU GIRLS PRY SCH,206,505,50,109,21,0,6.1804942,6.6356621,0.10786997319041293,0.11581415169480122,40.38461538461539,30.84615384615384,9.051282051282051,0.7948717948717948
DELTA,OSHIMILI - NORTH,IBUSA  I,10-14-04-008,UMUEZUGO HALL,39,115,7,25,4,0,6.1807202,6.6414523,0.10787391763452242,0.11591520974915019,3.717948717948717,55.30769230769231,26.487179487179485,0.7948717948717948
DELTA,OSHIMILI - NORTH,IBUSA  I,10-14-04-009,OGWA ANI-EZUKWU HALL,110,222,8,65,35,0,6.1804942,6.6356621,0.10786997319041293,0.11581415169480122,2.6923076923076916,14.282051282051285,5.307692307692307,0.7948717948717948
DELTA,OSHIMILI - NORTH,IBUSA  I,10-14-04-010,NKPAZUNOR HALL,50,90,2,32,15,0,6.1804942,6.6356621,0.10786997319041293,0.11581415169480122,8.846153846153847,48.128205128205124,15.205128205128204,0.7948717948717948
DELTA,OSHIMILI - NORTH,IBUSA  I,10-14-04-012,ANYALOGBOR PRY SCH,75,129,5,47,14,0,6.1808784,6.6411933,0.10787667874539908,0.11591068934638754,5.76923076923077,32.74358974358974,16.23076923076923,0.7948717948717948
DELTA,OSHIMILI - NORTH,IBUSA  I,10-14-04-013,UMUNWACHIE TOWN HALL,42,66,2,13,25,0,6.1804942,6.6356621,0.10786997319041293,0.11581415169480122,8.846153846153847,67.61538461538461,4.948717948717949,0.7948717948717948
DELTA,OSHIMILI - NORTH,IBUSA  I,10-14-04-014,UMUADIGWE HALL,32,47,1,15,14,0,6.1804942,6.6356621,0.10786997319041293,0.11581415169480122,9.871794871794872,65.56410256410257,16.23076923076923,0.7948717948717948
DELTA,OSHIMILI - NORTH,IBUSA  I,10-14-04-015,UMUAGAHE SQUARE OPEN SPACE,16,31,0,12,2,0,6.2200187,6.6892603,0.10855980585061742,0.11674961675794364,2.9,63.2,3.5,0.4
DELTA,OSHIMILI - NORTH,IBUSA  I,10-14-04-016,PRIMARY HEALTH CENTER OGBOLI,60,117,0,0,0,0,6.1871644,6.7451026,0.10798639014217945,0.11772424875483008,1.0,37.25,21.5,1.0
DELTA,OSHIMILI - NORTH,IBUSA  I,10-14-04-017,ELEKAMGBALA COMMUNITY HALL,47,69,1,1,1,1,6.1812549,6.6227582,0.10788324991003284,0.11558893615345311,6.636363636363637,80.27272727272727,23.272727272727273,0.2727272727272727
DELTA,OSHIMILI - NORTH,IBUSA  II,10-14-05-007,OGWA-IDUMUEZEJE UMUEKA,157,328,0,0,0,0,6.1804942,6.6356621,0.10786997319041293,0.11581415169480122,10.897435897435898,80.94871794871794,30.58974358974359,0.7948717948717948
DELTA,OSHIMILI - NORTH,IBUSA  II,10-14-05-008,OGWA UMUAFENE HALL UMUEKEA,49,136,5,32,5,0,6.1804942,6.6356621,0.10786997319041293,0.11581415169480122,5.76923076923077,48.128205128205124,25.46153846153846,0.7948717948717948
DELTA,OSHIMILI - NORTH,IBUSA  II,10-14-05-009,ICT HALL ISIEKE,45,80,10,26,8,0,6.1807202,6.6414523,0.10787391763452242,0.11591520974915019,0.6410256410256405,54.282051282051285,22.384615384615383,0.7948717948717948
DELTA,OSHIMILI - NORTH,IBUSA  II,10-14-05-010,MULTIPURPOSE HALL,129,200,10,59,42,1,6.1807202,6.6414523,0.10787391763452242,0.11591520974915019,0.6410256410256405,20.43589743589743,12.487179487179485,0.23076923076923073
DELTA,OSHIMILI - NORTH,IBUSA  II,10-14-05-011,OKPUZU OPEN SPACE,48,78,1,29,11,1,6.1804064,6.626403,0.10786844079132966,0.1156525499140298,6.636363636363637,49.727272727272734,12.363636363636363,0.2727272727272727
DELTA,OSHIMILI - NORTH,IBUSA  II,10-14-05-012,CUSTOMARY COURT II IBUSA,70,147,4,52,10,1,6.1982306,6.7072928,0.10817953176786364,0.11706434325530952,3.304347826086956,58.1304347826087,12.434782608695652,0.17391304347826086
DELTA,OSHIMILI - NORTH,IBUSA  II,10-14-05-013,ANIOBOSHI DEMOSTRATION PRI SCHOOL,60,110,3,45,4,0,6.1804942,6.6356621,0.10786997319041293,0.11581415169480122,7.820512820512821,34.794871794871796,26.487179487179485,0.7948717948717948
DELTA,OSHIMILI - NORTH,IBUSA  II,10-14-05-014,ITEGO LAYOUT OPEN SPACE,127,195,8,93,17,1,6.1804064,6.626403,0.10786844079132966,0.1156525499140298,1.0,20.090909090909093,5.818181818181817,0.2727272727272727
DELTA,OSHIMILI - NORTH,IBUSA  III,10-14-06-007,OLD IBUSA TOWN HALL,13,21,3,5,3,0,6.1807202,6.6414523,0.10787391763452242,0.11591520974915019,7.820512820512821,75.82051282051282,27.512820512820515,0.7948717948717948
DELTA,OSHIMILI - NORTH,IBUSA  III,10-14-06-008,OGWA-UMUOBIOKPOLOR,66,128,2,27,25,2,6.1807202,6.6414523,0.10787391763452242,0.11591520974915019,8.846153846153847,53.25641025641026,4.948717948717949,1.2564102564102564
DELTA,OSHIMILI - NORTH,IBUSA  III,10-14-06-009,UGWATAKPO PRIMARY SCHOOL II,14,27,0,11,1,0,6.1804942,6.6356621,0.10786997319041293,0.11581415169480122,10.897435897435898,69.66666666666667,29.564102564102566,0.7948717948717948
DELTA,OSHIMILI - NORTH,IBUSA  III,10-14-06-010,OMU BOYS PRI SCHOOL II,71,108,1,58,4,1,6.1804942,6.6356621,0.10786997319041293,0.11581415169480122,9.871794871794872,21.461538461538467,26.487179487179485,0.23076923076923073
DELTA,OSHIMILI - NORTH,IBUSA  III,10-14-06-011,IBUSA HIGH COURT,26,89,1,22,3,0,6.1778906,6.6183901,0.107824531798008,0.11551269842639676,6.636363636363637,57.36363636363636,21.09090909090909,0.8181818181818182
DELTA,OSHIMILI - NORTH,IBUSA  III,10-14-06-012,OGBOR IWU HALL,48,119,1,39,8,0,6.1807202,6.6414523,0.10787391763452242,0.11591520974915019,9.871794871794872,40.94871794871794,22.384615384615383,0.7948717948717948
DELTA,OSHIMILI - NORTH,IBUSA  III,10-14-06-013,OGWA UMUEZEAGULU,114,231,1,41,49,1,6.1807202,6.6414523,0.10787391763452242,0.11591520974915019,9.871794871794872,38.8974358974359,19.666666666666668,0.23076923076923073
DELTA,OSHIMILI - NORTH,IBUSA  III,10-14-06-014,OGWA UMUEZEKOLO,86,150,3,53,12,0,6.1807202,6.6414523,0.10787391763452242,0.11591520974915019,7.820512820512821,26.58974358974359,18.28205128205128,0.7948717948717948
DELTA,OSHIMILI - NORTH,IBUSA  III,10-14-06-015,OSHIMILI NORTH NURSERY AND PRIMARY SCHOOL,35,73,3,25,3,0,6.2009807,6.7363201,0.10822753006762273,0.11757096521327368,12.25,34.75,39.5,1.75
DELTA,OSHIMILI - NORTH,IBUSA  III,10-14-06-016,KAFAS PARK IBUSA,47,116,0,0,0,0,6.1807202,6.6414523,0.10787391763452242,0.11591520974915019,10.897435897435898,80.94871794871794,30.58974358974359,0.7948717948717948
DELTA,OSHIMILI - NORTH,IBUSA  IV,10-14-07-009,OGWA UMUDAIKE,142,281,11,84,37,2,6.1804278,6.6264034,0.1078688142917896,0.11565255689534683,4.2727272727272725,10.272727272727266,16.0,1.3636363636363638
DELTA,OSHIMILI - NORTH,IBUSA  IV,10-14-07-010,IKEUGBA OPEN SPACE,99,199,14,43,21,2,6.1804278,6.6264034,0.1078688142917896,0.11565255689534683,7.545454545454546,34.45454545454545,1.4545454545454533,1.3636363636363638
DELTA,OSHIMILI - NORTH,IBUSA V,10-14-08-007,IBUSA GIRLS GRAMMAR SCHOOL,121,240,7,98,7,0,6.1804064,6.626403,0.10786844079132966,0.1156525499140298,0.09090909090909083,25.545454545454547,16.727272727272727,0.8181818181818182
DELTA,OSHIMILI - NORTH,IBUSA V,10-14-08-008,UMUNWAINA HALL,43,96,3,36,5,0,6.1656823,6.5756336,0.10761145676693677,0.1147664567247678,12.0,68.0,24.0,4.0
DELTA,OSHIMILI - NORTH,IBUSA V,10-14-08-009,OGWA UMUKANYIA OPEN SPACE,94,179,2,80,10,1,6.1804942,6.6356621,0.10786997319041293,0.11581415169480122,8.846153846153847,1.1025641025641022,20.333333333333332,0.23076923076923073
DELTA,OSHIMILI - NORTH,IBUSA V,10-14-08-010,NKATA HALL UMUEZE,115,247,8,87,13,0,6.1812549,6.6227582,0.10788324991003284,0.11558893615345311,1.0,13.545454545454547,10.181818181818183,0.8181818181818182
DELTA,OSHIMILI - NORTH,IBUSA V,10-14-08-011,UMUEZE TOWN HALL,100,186,2,71,11,2,6.1812549,6.6227582,0.10788324991003284,0.11558893615345311,5.545454545454546,3.9090909090909065,12.363636363636363,1.3636363636363638
DELTA,OSHIMILI - NORTH,IBUSA V,10-14-08-012,PROPOSED OMU BOYS SECONDARY SCHOOL,105,224,5,61,16,0,6.1804942,6.6356621,0.10786997319041293,0.11581415169480122,5.76923076923077,18.384615384615387,14.179487179487179,0.7948717948717948
DELTA,OSHIMILI - NORTH,ILLAH,10-14-03-011,UKWU-OJI UMUAGU OPEN SPACE,95,187,5,48,35,0,6.1964928,6.7080675,0.10814920143612249,0.11707786432102472,2.2608695652173916,62.30434782608695,13.652173913043477,0.8695652173913043
DELTA,OSHIMILI - NORTH,ILLAH,10-14-03-012,"BASIC SEC SCH, ILLAH",110,223,15,49,20,4,6.4131917,6.6430401,0.11193131072657242,0.11594292208701337,10.5,3.0,33.0,4.0
DELTA,OSHIMILI - NORTH,ILLAH,10-14-03-015,OGBEOLU/UMUTEDEM OPEN SPACE ILLAH,56,125,4,31,13,0,6.1964928,6.7080675,0.10814920143612249,0.11707786432102472,3.304347826086956,80.04347826086956,9.304347826086957,0.8695652173913043
DELTA,OSHIMILI - NORTH,ILLAH,10-14-03-016,UMUOGWU UNITY HALL ILLAH,164,378,7,77,40,1,6.2275573,6.6978638,0.10869137924160827,0.11689977616013898,2.5999999999999996,30.799999999999997,33.0,0.6
DELTA,OSHIMILI - NORTH,ILLAH,10-14-03-017,OGBEOBI OPEN SPACE,102,177,7,43,39,0,6.1964928,6.7080675,0.10814920143612249,0.11707786432102472,0.17391304347826075,67.52173913043478,17.82608695652174,0.8695652173913043
DELTA,OSHIMILI - NORTH,ILLAH,10-14-03-018,"UGELE HALL UKWUMEGE QTRS, ILLAH",177,295,7,62,94,0,6.4131917,6.6430401,0.11193131072657242,0.11594292208701337,1.5,16.5,78.0,2.0
DELTA,OSHIMILI - NORTH,ILLAH,10-14-03-019,SKILL ACQUISITION CENTER ILLAH,164,357,18,88,27,2,6.2212563,6.6963621,0.1085814060454401,0.11687356655076178,16.272727272727273,12.727272727272734,10.818181818181817,1.7272727272727273
DELTA,OSHIMILI - NORTH,ILLAH,10-14-03-020,OPEN SPACE OGBO-ENYI CAMP ILLAH,46,58,13,29,1,0,6.3266283,6.4689554,0.11042049438485158,0.11290457089466678,4.0,106.0,38.0,1.3333333333333333
DELTA,OSHIMILI - NORTH,ILLAH,10-14-03-021,"ILLAH MIXED GRAMMER SCH, ILLAH",59,163,2,42,12,0,6.4131917,6.6430401,0.11193131072657242,0.11594292208701337,9.0,13.5,45.0,2.0
DELTA,OSHIMILI - NORTH,ILLAH,10-14-03-022,OPEN SPACE OBIOMA FARM SETTLEMENT,21,58,1,15,1,0,5.628563,6.3319125,0.09823695650592959,0.11051272107318545,-1.0,-1.0,-1.0,-1.0
DELTA,OSHIMILI - NORTH,OKPANAM,10-14-09-012,MOLUMBA'S COLLEGE,203,382,10,150,28,1,6.2329186,6.6477771,0.10878495157879543,0.11602559833368033,7.5,57.0,16.5,1.0
DELTA,OSHIMILI - NORTH,OKPANAM,10-14-09-018,OGWA OGBEOSADI HALL,92,173,1,80,7,0,6.2055401,6.721732,0.10830710660953817,0.11731635483666349,14.105263157894736,13.94736842105263,21.894736842105264,0.5263157894736842
DELTA,OSHIMILI - NORTH,OKPANAM,10-14-09-020,OGBEOWELLE OPEN SPACE,111,201,2,82,9,0,6.1964928,6.7080675,0.10814920143612249,0.11707786432102472,5.391304347826087,26.826086956521735,13.478260869565219,0.8695652173913043
DELTA,OSHIMILI - NORTH,OKPANAM,10-14-09-021,POST OFFICE OKPANAM,511,989,9,489,4,0,6.227725,6.6590853,0.10869430615876387,0.11622296365615435,13.399999999999999,400.5,45.5,0.3
DELTA,OSHIMILI - NORTH,OKPANAM,10-14-09-022,OWELLE OPEN SPACE AIRPORT VIEW OKPANAM,281,550,1,274,2,0,6.2259462,6.6510269,0.10866326024202938,0.11608231804371164,16.90909090909091,197.0909090909091,34.90909090909091,0.09090909090909091
DELTA,OSHIMILI - NORTH,OKPANAM,10-14-09-023,UNITY SECONDARY SCHOOL,182,347,0,165,5,0,6.2458484,6.6436923,0.10901061916041979,0.11595430512439486,2.0,74.25,0.75,1.0
DELTA,OSHIMILI - NORTH,OKPANAM,10-14-09-025,OGANA CAMP AMACHAI,22,61,1,7,14,0,6.2329186,6.6477771,0.10878495157879543,0.11602559833368033,3.75,235.75,1.0,0.25
DELTA,OSHIMILI - NORTH,OKPANAM,10-14-09-026,ORUCHI COMPREHENSIVE SECONDARY SCHOOL AMACHAI,350,602,7,326,8,3,6.2469865,6.6416082,0.10903048275263676,0.11591793071745406,6.75,275.5,3.0,2.75
DELTA,OSHIMILI - NORTH,OKPANAM,10-14-09-027,OGWA OPEN SPACE,197,520,6,162,17,2,6.1816141,6.5303102,0.107889519132706,0.1139754141665694,0.35294117647058787,88.52941176470588,8.529411764705884,1.1764705882352942
DELTA,OSHIMILI - NORTH,OKPANAM,10-14-09-029,OGBE OBI OPEN SPACE,110,223,5,58,20,2,6.2018779,6.7347116,0.10824318916167164,0.11754289159225534,9.75,6.5,18.25,0.75
DELTA,OSHIMILI - NORTH,OKPANAM,10-14-09-030,AWELLE MARKET SPACE,580,1283,8,501,28,0,6.2373763,6.6467937,0.10886275312086159,0.11600843476581622,4.333333333333334,433.3333333333333,13.333333333333334,0.3333333333333333
DELTA,OSHIMILI - NORTH,OKPANAM,10-14-09-032,AMACHAI TOWN HALL,191,519,3,144,10,1,6.1964928,6.7080675,0.10814920143612249,0.11707786432102472,4.3478260869565215,37.8695652173913,12.434782608695652,0.17391304347826086
DELTA,OSHIMILI - NORTH,OKPANAM,10-14-09-033,OGWA AMACHAI,43,121,4,32,2,1,6.2588004,6.5577155,0.1092366742051381,0.1144537268840662,10.25,0.0,33.0,0.75
DELTA,OSHIMILI - NORTH,OKPANAM,10-14-09-034,"UGBOLU SECONDARY SCHOOL, UGBOLU",53,122,0,46,2,0,6.2329186,6.6477771,0.10878495157879543,0.11602559833368033,5.0,187.0,16.0,0.25
DELTA,OSHIMILI - NORTH,OKPANAM,10-14-09-036,"OGBE-OBI COMMUNITY HALL, UGBOLU",44,125,1,38,4,0,-26.6474326,152.8091294,-0.4650854360732731,2.667022435136067,-1.0,-1.0,-1.0,-1.0
DELTA,OSHIMILI - NORTH,OKPANAM,10-14-09-037,AFOR MARKET UGBOLU,56,190,1,50,1,0,6.3375916,6.748522,0.11061184006673545,0.11778392854327277,-1.0,-1.0,-1.0,-1.0
DELTA,OSHIMILI - SOUTH,AGU,10-15-07-011,"SCHOOL OF DISABILITIES, UMUAGU I",225,750,3,192,3,1,6.2044736,6.6986077,0.10828849267306564,0.11691275966444456,1.4,21.0,0.3999999999999999,0.0
DELTA,OSHIMILI - SOUTH,AGU,10-15-07-012,"SCHOOL OF DISABILITIES, UMUAGU II",172,742,1,163,4,2,6.2044736,6.6986077,0.10828849267306564,0.11691275966444456,1.0,13.800000000000011,0.7999999999999998,1.2
DELTA,OSHIMILI - SOUTH,AGU,10-15-07-018,UMUAGU ALTER JUNCTION II,3,10,0,2,0,0,6.1964928,6.7080675,0.10814920143612249,0.11707786432102472,7.478260869565218,110.30434782608695,22.869565217391305,0.8695652173913043
DELTA,OSHIMILI - SOUTH,CABLE POINT  I,10-15-10-029,"CUSTOMARY COURT OF APPEAL, LEFT SIDE OF NNEBISI ROAD/ENVIONS IV",3,9,0,3,0,0,6.2281756,6.692479,0.10870217061237335,0.11680579367057758,3.7777777777777777,89.88888888888889,9.555555555555555,0.5555555555555556
DELTA,OSHIMILI - SOUTH,CABLE POINT  I,10-15-10-032,MAMMY MARKET SQUARE,18,34,0,14,1,0,6.2060213,6.6959328,0.10831550513389876,0.11686607385228295,2.25,162.0,2.75,0.75
DELTA,OSHIMILI - SOUTH,CABLE POINT  II,10-15-11-023,ODUAH STREET BY UMUCHU JUNCTION,70,417,1,2,5,1,6.1926381,6.7450152,0.10808192422944586,0.11772272333706384,3.833333333333333,46.333333333333336,29.666666666666664,0.33333333333333326
DELTA,OSHIMILI - SOUTH,CABLE POINT  II,10-15-11-027,JARRET STREET BY MONYE JUNCTION,7,15,0,5,61,0,6.187464,6.7447469,0.10799161914861843,0.11771804061868073,1.0,31.0,54.75,1.0
DELTA,OSHIMILI - SOUTH,UMUAJI,10-15-05-012,AFADIA COLLEGE I,192,750,0,0,0,0,6.1875857,6.7351914,0.1079937432143181,0.11755126568200641,9.333333333333334,55.333333333333336,46.0,2.3333333333333335
DELTA,OSHIMILI - SOUTH,UMUONAJE,10-15-06-021,"ZAPPA MIXED SEC. SCH. I, UMUAGULA/AKWUOFOR PHASE II",78,124,30,600,10,200,6.1926332,6.7201774,0.10808183870831252,0.11728922194811198,21.4,464.8,11.399999999999999,198.8
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-017,NTA OFFICE JUNCTION BEHIND STATE SECRETARIAT ASABA,410,697,1,389,7,0,6.2185766,6.6798463,0.10853463645747441,0.1165853114621609,0.33333333333333337,362.6666666666667,3.0,0.0
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-019,MADONNA COLLEDGE JUNCTION BACK OF NTA RD ASABA,424,739,0,400,15,0,6.2197807,6.6704697,0.10855565196699768,0.1164216589195184,21.0,193.0,38.0,2.0
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-020,GEORGE ODIAKA ST OPP PLAYLEARN BEHIND NTA ROAD ASABA,174,333,0,166,1,1,6.18323,6.717467,0.10791772190808899,0.11724191654406593,-1.0,-1.0,-1.0,-1.0
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-022,AVE MARIA STR JUNCTION BEHIND NTA ROAD,262,750,1,238,8,1,6.2139832,6.7054838,0.1084544665036133,0.11703277024914094,3.0,48.111111111111114,14.444444444444443,0.2222222222222222
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-023,CORPERS LODGE JUNCTION OFF MARIAN BABANGIDA STR ASABA,139,254,1,1,1,0,6.2127565,6.6848369,0.1084330565496791,0.11667241386381091,0.5,199.5,3.5,0.0
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-024,DELSEPA JUNCTION ALONG MARIAM BABANGIDA WAY,80,162,0,77,1,0,6.2217176,6.6879775,0.10858945724927956,0.11672722767429905,2.9,30.5,5.2,0.4
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-026,SHEDRACK ESTATE JUNCTION ALONG GENEAL HOSPITAL ROAD,330,750,1,306,8,0,5.5461007,5.7610569,0.09679771786216228,0.10054941129973771,6.407407407407407,207.1851851851852,6.2592592592592595,0.37037037037037035
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-027,NOEL OKAKOR LANE JUNCTION HOSPITAL ROAD.,161,750,5,146,9,0,5.5461007,5.7610569,0.09679771786216228,0.10054941129973771,2.2592592592592595,41.25925925925925,5.222222222222221,0.37037037037037035
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-028,JASMINE JUNCTION BESIDE NEW GENERAL HOSPITAL ASABA,402,653,4,384,7,1,6.2389101,6.6887497,0.10888952298092867,0.11674070510678296,-1.0,-1.0,-1.0,-1.0
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-029,ECO FIELD JUNCTION BY NEW GENERAL HOSPITAL ROAD ASABA,143,449,1,119,9,1,6.1871644,6.7451026,0.10798639014217945,0.11772424875483008,0.25,111.5,10.25,0.25
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-031,CENOTAPH COMPLEX BY MACDONS ROAD II,182,290,1,176,3,0,6.1964928,6.7080675,0.10814920143612249,0.11707786432102472,6.434782608695652,71.26086956521739,19.73913043478261,0.8695652173913043
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-034,CENOTAPH COMPLEX BY HIGH COURT III,263,750,1,241,3,0,6.2251009,6.6895745,0.10864850697386227,0.1167551005824534,2.4,181.1,6.300000000000001,0.5
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-035,GOVT. MODEL SEC. SCH. GRA I,76,105,0,0,0,0,6.2206,6.6909816,0.10856995144955926,0.11677965911035822,3.111111111111111,84.77777777777777,6.222222222222222,0.4444444444444444
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-036,GOVT. MODEL SEC. SCH. GRA II,214,750,1,195,9,2,6.2206,6.6909816,0.10856995144955926,0.11677965911035822,2.0,131.88888888888889,3.7777777777777777,1.7777777777777777
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-037,DDPA ESTATE JUNCTION BY DBS ROAD ASABA,159,261,2,148,2,0,6.2033191,6.6953739,0.10826834284685137,0.11685631920709356,0.25,5.5,1.5,0.75
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-038,THIRD JUNCTION OF DBS ROAD ASABA,202,750,2,185,10,0,6.2139832,6.7054838,0.1084544665036133,0.11703277024914094,1.8888888888888888,10.777777777777771,12.222222222222221,0.8888888888888888
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-041,OPEN GROUND OPP MIN OF ENERGY ALONG SUMMIT RD ASABA,175,750,7,162,2,0,6.2136216,6.7079893,0.10844815539303809,0.11707649947354967,7.0,45.45,31.4,0.55
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-042,OPEN GROUND MIN. OF WOMEN AFFAIRS ALONG ANWAI ROAD,30,41,0,27,2,0,6.1964928,6.7080675,0.10814920143612249,0.11707786432102472,7.478260869565218,84.21739130434783,20.782608695652176,0.8695652173913043
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-045,WOMEN AFFAIRS PRY. SCH. SUMMIT,233,750,3,201,6,0,6.2060213,6.6959328,0.10831550513389876,0.11686607385228295,1.5,71.75,3.5,0.75
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-046,JESUS SAVES JUNCTION BY SUMMIT RD ASABA,361,750,2,329,4,3,6.2053083,6.7066151,0.10830306093633206,0.11705251515896875,8.534883720930232,223.4186046511628,20.930232558139537,2.3488372093023253
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-048,OPEN GROUND BY BRIDGE FM JUNCTION ANWAI RD ASABA,251,750,4,234,6,0,6.2188737,6.7067715,0.10853982183068207,0.11705524485391888,1.8333333333333335,123.0,17.333333333333332,0.16666666666666666
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-049,"OPEN GROUND BY MIN OF WATER RESOURCES, ANWAI ROAD",81,117,1,76,2,0,6.2248229,6.7034442,0.10864365495854174,0.11699717251371726,6.75,56.5,17.0,0.75
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-053,DELTA STATE VOCATIONAL CENTRE ASABA II,138,750,2,131,3,0,6.2208482,6.696643,0.10857428335676271,0.11687846918063063,1.1818181818181817,59.63636363636364,15.363636363636363,0.45454545454545453
DELTA,OSHIMILI - SOUTH,WEST END,10-15-09-055,OSHIMILI SOUTH LGA COUNCIL SECRETARIAT 11,195,429,2,176,8,0,6.1964928,6.7080675,0.10814920143612249,0.11707786432102472,5.391304347826087,71.26086956521739,14.521739130434781,0.8695652173913043
DELTA,PATANI,PATANI   II,10-16-03-008,EKISE VI,34,152,1,18,10,0,5.2280128,6.190361,0.09124603669640781,0.1080421813370487,24.32,18.4,19.88,0.4
DELTA,PATANI,PATANI   II,10-16-03-009,EKISE VII,56,169,6,28,17,0,5.2289213,6.1912235,0.09126189301266216,0.10805723480184716,19.12,8.0,12.600000000000001,0.4
DELTA,SAPELE,AMUOKPE,10-17-09-030,O/S OLD ROAD JUNCTION BY ABELLA FLOWER,150,750,16,83,33,0,5.8856573,5.6848371,0.10272409852903966,0.09921912483452613,2.5600000000000005,14.239999999999995,3.0,4.76
DELTA,SAPELE,AMUOKPE,10-17-09-044,ST MALACHY GRAMMAR SCHOOL II,247,725,6,204,12,1,5.8828249,5.7066566,0.10267466382330617,0.09959994695066503,8.8,101.0,2.0,0.19999999999999996
DELTA,SAPELE,ELUME,10-17-10-021,IBADA-ELUME COMMUNITY TOWNHALL,118,750,49,18,51,0,5.4896273,5.7563451,0.09581207109236652,0.10046717487604225,27.666666666666668,14.375,28.083333333333332,0.20833333333333334
DELTA,SAPELE,ELUME,10-17-10-022,OCHEMU PRIMARY SCHOOL,49,146,23,10,12,0,5.8974428,5.6781425,0.10292979430803345,0.09910228202242212,9.970588235294118,58.705882352941174,11.5,0.5588235294117647
DELTA,SAPELE,ELUME,10-17-10-024,"EGBELE PRIMARY SCHOOL, OGIEDE-ELUME",13,33,5,1,5,0,5.9078381,5.6483404,0.10311122651976601,0.09858213725341353,22.0,61.0,17.5,0.5
DELTA,SAPELE,ELUME,10-17-10-025,"OFURHE PRIMARY SCHOOL, UGBIMIDAKA II",21,38,3,1,12,0,5.8974428,5.6781425,0.10292979430803345,0.09910228202242212,10.617647058823529,67.97058823529412,11.5,0.5588235294117647
DELTA,SAPELE,SAPELE  URBAN  III,10-17-03-012,NEW OGORODE ROAD OPPOSITE OGBODU ESTATE,24,66,0,21,6,0,5.8708541,5.7068373,0.10246573394920842,0.0996031007606234,16.4,34.8,34.2,0.6
DELTA,SAPELE,SAPELE  URBAN  III,10-17-03-014,AWOLOWO ROAD BY OLEH  ROAD II,102,178,0,0,0,0,5.8918594,5.6829782,0.1028323455945776,0.09918668090906081,13.386363636363637,65.22727272727273,31.022727272727273,0.45454545454545453
DELTA,SAPELE,SAPELE  URBAN  VII,10-17-07-016,DEDEVWO OPPOSITE UKO ROAD JUNCTIOM DEDEVWO OPPOSITE UKO ROAD JUNCTION,157,664,33,95,22,1,5.8760538,5.7066556,0.10255648583432438,0.09959992949737252,23.22222222222222,11.777777777777771,1.0,0.11111111111111116
DELTA,SAPELE,SAPELE  URBAN  VII,10-17-07-025,"WESLEY PRIMARY SCHOOL, ARIWON III",68,124,8,51,5,0,5.8467851,5.7327028,0.10204565065154592,0.10005453889829799,-1.0,-1.0,-1.0,-1.0
DELTA,SAPELE,SAPELE URBAN  I,10-17-01-017,MAFURU LANE BY AKINTOLA II,6,9,1,5,0,0,5.8988106,5.6852428,0.10295366692154222,0.09922620563530148,11.857142857142858,57.904761904761905,23.904761904761905,0.5238095238095238
DELTA,SAPELE,SAPELE URBAN  I,10-17-01-018,"CHUDE GRAMMAR SCHOOL, SAPELE IV",7,11,0,7,0,0,5.8828249,5.7066566,0.10267466382330617,0.09959994695066503,16.0,135.4,12.4,1.4
DELTA,SAPELE,SAPELE URBAN  I,10-17-01-019,"CHUDE GRAMMAR SCHOOL, SAPELE V",4,8,0,2,0,0,5.8974428,5.6781425,0.10292979430803345,0.09910228202242212,13.705882352941176,66.94117647058823,23.852941176470587,0.5588235294117647
DELTA,SAPELE,SAPELE URBAN  I,10-17-01-021,OPP. OMOGE  ENTERPRISE II,17,36,2,8,7,0,5.8909536,5.6773206,0.10281653640221303,0.09908793716129997,12.075,58.425,24.925,0.4
DELTA,SAPELE,SAPELE URBAN  I,10-17-01-022,MAJOR BOWEN/LAWRENCE JUNCTION II,137,423,6,105,14,1,5.8751032,5.693233,0.10253989473445492,0.09936566093319434,7.875,20.0,5.5,0.625
